"ProjectId","BudgetItemId","AREA GROUP","BUDGETED COST","BudgetId","CATEGORY","CLIENT","DESCRIPTION","ELEMENT ID","ELEMENT KEY","END DATE","INVOICE GROUP","MARKUP IN %","NOTES","PAYMENT STATUS","PAYMENT TERMS","PROJECTID","QUANTITY","UNIT","START DATE","TITLE","TOTAL COST","VENDOR"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","8414bf5d-3cab-4e58-99d3-b2a5a9bb1502","INSTALLATION MATERIALS-ALL","450","96c7ee91-955e-491a-a17d-c204af382c83","INSTALLATION MATERIALS","T&C RENTALS","""INSTALLATION SUPPLY TOOL KIT FEE ""","INSTALLATION-MATERIALS-0001","M2B-0030","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","607.45","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","84209816-a11f-4562-b2ea-6395549346b4","LABOR-ALL","1000","96c7ee91-955e-491a-a17d-c204af382c83","LABOR","RMC","PRODUCTION PICKUPS CREW 2X 10HR DAY","LABOR-0003","M2B-0005","2025-06-16 00:00:00","PRODUCTION WIDE LABOR","0.2491","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1249.1","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","87fb7887-fd48-422e-b15f-09cd13b0c08b","FABRICATION-ALL","1350","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","""MOUNTAIN SHAPE LUAN CUT DETAIL PANELS ""","FABRICATION-0004","M2B-0027","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1822.36","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","8b91ed70-bd89-43da-ad1b-f2db5e4a1dcb","FABRICATION-ALL","715","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","""WORLD MAP SCENIC WALL UPGRADE CNC WOOD ""","FABRICATION-0012","M2B-0066","2025-06-23 00:00:00","""VOYAGE VISTA PHOTO OP ""","1.5384","*UPGRADED* TO SCENIC MAP HANGING WALL UNITS","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1100","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","8e311d17-0b8e-433e-a081-c7eaecb890ce","LABOR-ALL","4500","96c7ee91-955e-491a-a17d-c204af382c83","LABOR","RMC","""ONSITE INSTALLATION TEAM 2X GUYS ""","LABOR-0006","M2B-0019","2025-06-22 00:00:00","PRODUCTION WIDE LABOR","1.0875","""2X DRAPERY ARTIST CREW 3X DAYS ""","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-18 00:00:00","MB2 Tahoe","9393.75","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","8ec55973-540a-40d4-9d9d-72f4f0c49066","LABOR-ALL","455","96c7ee91-955e-491a-a17d-c204af382c83","LABOR","RMC","*ADD ON OT 062025 3X CREW","LABOR-0007","M2B-0020","2025-06-20 00:00:00","PRODUCTION WIDE LABOR","1.7302","ADDITIONAL FEE- INVOICE 002 *BANQUET DELAY*","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-20 00:00:00","MB2 Tahoe","787.25","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","995fbef4-c613-4088-b86b-7b5708f35b68","DESIGN-ALL","0","96c7ee91-955e-491a-a17d-c204af382c83","DESIGN","T&C RENTALS","EVENT DESIGN + PRE-PRODUCTION BUDGET CREATION","DESIGN-0002","M2B-0017","2025-05-20 00:00:00","PRODUCTION WIDE DESIGN","1","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-05-13 00:00:00","MB2 Tahoe","5000","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","9e6fdf51-a364-4af5-93af-e586a6314602","LABOR-ALL","400","96c7ee91-955e-491a-a17d-c204af382c83","LABOR","RMC","""TRUCKING PRE- PACK DAY CREW 2X ""","LABOR-0001","M2B-0002","2025-06-17 00:00:00","PRODUCTION WIDE LABOR","0.4022","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","560.88","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","9ffa0caa-6868-460c-8565-78f809acff43","FABRICATION-ALL","550","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","SCENIC ASSEMBLY - PREP- PACK","FABRICATION-0006","M2B-0031","2025-06-16 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","742.44","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","a0bfd4de-2863-4114-8a00-50d1062ebae2","FABRICATION-ALL","1200","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","SCENIC FAUX SLAT WALL FABRIC SKIN [ 10FT X 10FT ]","FABRICATION-0002","M2B-0025","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1619.88","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","a646664a-845e-4d6f-b4e2-979aa3601b0e","LIGHTING-ALL","866.19","96c7ee91-955e-491a-a17d-c204af382c83","LIGHTING","T&C RENTALS","""*ADDITION 2X FOGGERS STAGE SETUP* ""","LIGHTING-0003","M2B-0043","2025-06-23 00:00:00","STARLIGHT GALAXY","0.1116","""ADDITIONAL FEE- INVOICE 002 ""","""PAID ""","NET 15","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","975","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","a783d04c-db24-4b4d-8455-e0f31928bc12","LABOR-ALL","750","96c7ee91-955e-491a-a17d-c204af382c83","LABOR","RMC","""SET DRESSING PRE- PACK ""","LABOR-0005","M2B-0007","2025-06-16 00:00:00","PRODUCTION WIDE LABOR","0.2491","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","936.82","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","a89c4576-a6b8-440c-b2ec-c189019cfd24","DECOR-ALL","600","96c7ee91-955e-491a-a17d-c204af382c83","DECOR","T&C RENTALS","""LED ORB SET DRESSING [SET OF 4 UNITS] ""","DECOR-0006","M2B-0055","2025-06-23 00:00:00","STARLIGHT GUEST ENTRANCE","0.2662","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","759.72","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","acf5d5ac-8ec7-46fe-8f96-0a7e85bc3f1f","FABRICATION-ALL","350","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","BIRCH CIRCLE WALL DETAIL 1/4'' BIRCH","FABRICATION-0003","M2B-0026","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","472.46","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","b3c2275d-f1be-4163-8298-f87159b18023","CONTINGENCY-ALL","122.95","96c7ee91-955e-491a-a17d-c204af382c83","CONTINGENCY-MISC","T&C RENTALS","FOYER DRAPERY MASK CONTINGENCY FEE","CONTINGENCY-MISC-0005","M2B-0048","2025-06-23 00:00:00","STARLIGHT FOYER","0.7702","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-18 00:00:00","MB2 Tahoe","216.69","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","bfef80c6-c4ba-4b1c-8b59-27ceb26930bc","FABRICATION-ALL","950","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","CRESENT MOON  PROP DIECUT 3/4'' GATOR *FLAT*","FABRICATION-0008","M2B-0056","2025-06-23 00:00:00","STARLIGHT LUNAR PHOTO OP","0.35","""*UPGRADED* TO SCENIC LED 2D DISPLAY ""","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1282.5","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","c18bc112-2d5e-4194-b976-8a8992f3fccb","FABRICATION-ALL","1250","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","""SCENIC BACKWALL UNIT ""","FABRICATION-0011","M2B-0064","2025-06-23 00:00:00","""VOYAGE VISTA PHOTO OP ""","0.35","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1687.5","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","c31c6707-1e97-4dd7-8b5e-c90b31a5ae29","FABRICATION-ALL","150","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","CUSTOM ENTRY SIGN FOR GUESTS","FABRICATION-0010","M2B-0060","2025-06-23 00:00:00","STARLIGHT BALLROOM ENTRY","0.5314","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","229.71","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","c3ff7d12-c4bf-404f-b36a-9dc661dab531","TRUCKING-ALL","350","96c7ee91-955e-491a-a17d-c204af382c83","TRUCKING","RMC","""TRUCK RENTAL, GAS, MILEAGE""","TRUCKING-001","M2B-0001","2025-06-23 00:00:00","PRODUCTION WIDE TRUCKING","0.4022","","""PAID ""","DUE ON RECEIPT","","f3ad4f13-ddc1-4312-880a-ad71a08124bd","","2025-06-18 00:00:00","MB2 Tahoe","490.77","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","c4f722ca-bb2f-4568-bd6b-a95829b43f0b","LIGHTING-ALL","5000","96c7ee91-955e-491a-a17d-c204af382c83","LIGHTING","T&C RENTALS","""DECOR ACCENT LIGHTING ELEMENTS ""","LIGHTING-0002","M2B-0041","2025-06-23 00:00:00","STARLIGHT GALAXY","0.1116","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","5558","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","c69231f4-d108-4926-9ceb-f0f64b210bcf","DECOR-ALL","850","96c7ee91-955e-491a-a17d-c204af382c83","DECOR","T&C RENTALS","""SET DRESSING MISC ""","DECOR-0005","M2B-0038","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1147.41","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","c93ce63c-3f32-448a-bfd8-37af92f4a142","DECOR-ALL","550","96c7ee91-955e-491a-a17d-c204af382c83","DECOR","T&C RENTALS","""PHOTO OP PROPS ""","DECOR-0001","M2B-0032","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","742.44","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","d2c84358-4b52-4194-a226-cd404ca81550","RENTALS-ALL","2650","96c7ee91-955e-491a-a17d-c204af382c83","RENTALS","T&C RENTALS","""BLACK DRAPERY MASK ""","RENTALS-0007","M2B-0050","2025-06-23 00:00:00","STARLIGHT BALLROOM","0.3911","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","3686.41","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","d5882d25-b5a2-4e88-8772-540f76874c3c","RENTALS-ALL","850","96c7ee91-955e-491a-a17d-c204af382c83","RENTALS","T&C RENTALS","LOG BENCH GUEST PHOTO OP","RENTALS-0001","M2B-0037","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1147.41","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","d93ed4b8-79a5-4639-b9da-825f8c108de1","LIGHTING-ALL","650","96c7ee91-955e-491a-a17d-c204af382c83","LIGHTING","T&C RENTALS","PHOTO OP BEAUTY LIGHTS *WALL CLAMP*","LIGHTING-0004","M2B-0063","2025-06-23 00:00:00","""VOYAGE VISTA PHOTO OP ""","0.35","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","877.5","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","de5d9265-44ca-4795-ae96-e89c10390f2d","TRAVEL-ALL","2500","96c7ee91-955e-491a-a17d-c204af382c83","TRAVEL","RMC","""01 HOUSING 5X DAYS SLEEPS 2 ""","TRAVEL-0003","M2B-0011","2025-06-22 00:00:00","PRODUCTION WIDE TRAVEL","0.15","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-18 00:00:00","MB2 Tahoe","2875","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","deff51e8-38e6-407d-a560-824c3dfd92d0","TRAVEL-ALL","943.5","96c7ee91-955e-491a-a17d-c204af382c83","TRAVEL","RMC","""TRAVEL FLIGHT INCREASE FEE ""","TRAVEL-0006","M2B-0014","2025-06-12 00:00:00","PRODUCTION WIDE TRAVEL","0.15","ADDITIONAL FEE- INVOICE 002","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-12 00:00:00","MB2 Tahoe","1110","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","e1562647-1d43-4391-a36a-60758e332436","GRAPHICS-ALL","200","96c7ee91-955e-491a-a17d-c204af382c83","GRAPHICS","T&C RENTALS","""CUSTOM DIRECTIONAL SIGNAGE ""","GRAPHICS-0002","M2B-0035","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","269.98","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","e92af889-2390-4af1-826b-25c45ce83bc0","CONTINGENCY-ALL","135","96c7ee91-955e-491a-a17d-c204af382c83","CONTINGENCY-MISC","RMC","LABOR CONTINGENCY FEE","CONTINGENCY-MISC-0003","M2B-0023","2025-06-23 00:00:00","PRODUCTION WIDE LABOR","0.15","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-18 00:00:00","MB2 Tahoe","155.25","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","f1d42602-caad-481d-9f68-4977a5675b39","RENTALS-ALL","2000","96c7ee91-955e-491a-a17d-c204af382c83","RENTALS","T&C RENTALS","""BLACK DRAPERY MASK ""","RENTALS-0003","M2B-0045","2025-06-23 00:00:00","STARLIGHT FOYER","0.7702","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","3540.4","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","f2384607-b95a-42cd-9fe3-38fbcf38d042","LABOR-ALL","1000","96c7ee91-955e-491a-a17d-c204af382c83","LABOR","RMC","SCENIC PREP DAY + PICKUPS + DROP OFFS","LABOR-0004","M2B-0006","2025-06-16 00:00:00","PRODUCTION WIDE LABOR","0.2491","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1249.1","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","f3668b09-5dd4-4a70-9a4b-8e918a94ab41","GRAPHICS-ALL","750","96c7ee91-955e-491a-a17d-c204af382c83","GRAPHICS","T&C RENTALS","CUSTOM MB2 LOGO SIGNAGE","GRAPHICS-0005","M2B-0068","2025-06-23 00:00:00","""VOYAGE VISTA PHOTO OP ""","0.35","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1012.5","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","f69b781e-eeda-4779-9382-05d940f234b9","FABRICATION-ALL","2500","96c7ee91-955e-491a-a17d-c204af382c83","FABRICATION","T&C RENTALS","""GUEST ENTRY LAYERED DRAPERY SWAG WALL ""","FABRICATION-0007","M2B-0054","2025-06-23 00:00:00","STARLIGHT GUEST ENTRANCE","0.2662","""PINK / PURPLE FABRIC ""","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","3165.5","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","f78734ed-b59b-4883-aeaf-d8990201da81","CONTINGENCY-ALL","1207.5","96c7ee91-955e-491a-a17d-c204af382c83","CONTINGENCY-MISC","T&C RENTALS","TIMBO PHOTO OP CONTINGENCY","CONTINGENCY-MISC-0004","M2B-0039","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-18 00:00:00","MB2 Tahoe","1630","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","fd020497-cec8-4a0e-beea-049d655b296a","RENTALS-ALL","795","96c7ee91-955e-491a-a17d-c204af382c83","RENTALS","T&C RENTALS","CLIP HARDWARE SYSTEM *EXPEDITED INSTALLATION*","RENTALS-0009","M2B-0052","2025-06-23 00:00:00","STARLIGHT BALLROOM","0.3911","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1105.92","MYLG STUDIO"
"f3ad4f13-ddc1-4312-880a-ad71a08124bd","ff6fbd63-5a55-41fe-b1d0-082fd900776c","DECOR-ALL","750","96c7ee91-955e-491a-a17d-c204af382c83","DECOR","T&C RENTALS","""RETURN WALL SCENIC SETUP MASK ""","DECOR-0003","M2B-0034","2025-06-23 00:00:00","TIMBO PHOTO OP","0.3499","","""PAID ""","DUE ON RECEIPT","f3ad4f13-ddc1-4312-880a-ad71a08124bd","1","","2025-06-16 00:00:00","MB2 Tahoe","1012.42","MYLG STUDIO"
